STATE,CLUSTER,HOMEOWNR,GENDER,DATASRCE,RFA_2A,GEOCODE2,DOMAIN_A,DOMAIN_B,MINRDATE_MM,MAXRDATE_MM,LASTDATE_MM,FIRSTDATE_MM,HV3,HV4,ANC6,MHUC2,HPHONE_D,RFA_2F
IL,12,H,F,3,F,A,S,1,12,3,3,6,5,4,0,4,1,4
MI,2,H,F,3,F,A,U,1,1,5,5,3,5,5,0,4,0,1
CA,24,H,M,2,G,B,C,1,10,11,11,10,9,7,2,0,1,1
MI,27,U,M,1,D,A,C,2,1,9,12,9,3,3,0,3,0,4
CA,33,H,M,3,E,A,C,3,8,12,12,9,3,4,0,2,0,1
FL,29,H,M,3,F,C,C,2,10,1,12,10,4,3,0,2,1,1
CA,13,H,M,3,F,A,S,1,1,1,1,1,12,8,0,3,0,1
TX,34,H,M,3,F,A,T,1,11,11,11,1,4,3,0,3,0,2
other,43,H,M,3,F,B,R,2,1,1,1,1,2,1,0,2,1,1
IL,10,U,F,2,F,A,U,4,9,1,1,9,3,3,0,3,0,2
other,36,U,M,1,F,B,T,2,6,5,8,9,2,2,0,2,0,1
other,24,H,F,2,F,C,C,1,12,1,1,12,3,4,0,3,0,1
CA,29,H,M,3,G,A,C,2,11,3,10,12,5,5,1,2,1,1
other,36,H,F,3,G,C,T,2,11,12,12,11,4,3,0,2,1,1
other,51,H,F,3,G,B,R,3,1,12,11,1,1,1,0,2,1,1
CA,35,U,F,3,E,A,T,1,10,4,4,10,10,9,1,3,1,1
other,28,H,F,3,F,D,C,2,2,10,4,2,3,3,0,3,0,1
TX,40,H,M,1,G,A,T,2,12,11,11,12,4,3,0,3,1,1
NC,49,H,F,3,G,C,R,2,6,3,3,6,2,1,0,4,0,1
FL,8,U,M,3,F,A,U,3,9,4,12,2,5,5,0,2,1,2
IL,3,U,F,2,F,A,U,1,9,11,4,9,5,5,0,3,0,1
other,45,U,other,3,F,D,R,2,12,12,12,1,2,1,0,2,0,3
other,31,H,M,3,G,D,C,3,3,6,6,3,2,3,0,2,0,1
other,26,U,F,3,D,C,C,2,5,5,10,1,4,4,0,3,1,3
IL,46,H,M,3,F,D,R,2,7,1,10,4,3,3,0,2,1,2
IN,27,H,M,3,F,B,C,2,9,12,12,9,2,2,0,3,1,2
other,12,H,M,3,D,B,S,1,6,12,11,6,7,7,0,3,1,4
MI,44,H,M,3,F,C,R,2,9,12,12,9,3,2,0,3,1,2
CA,30,H,F,2,E,A,C,3,2,12,3,2,5,5,0,3,0,3
other,35,H,F,3,E,B,T,1,5,4,12,10,6,4,0,3,0,4
CA,26,U,F,3,D,A,C,2,6,2,1,12,6,6,0,2,1,4
IN,27,H,F,3,F,C,C,2,10,3,3,10,3,1,0,2,0,2
WI,12,U,F,3,E,B,S,1,8,3,2,11,6,6,0,4,1,2
CA,18,H,M,2,G,A,S,2,8,12,12,8,7,6,1,2,0,1
other,35,H,M,2,E,B,T,1,10,5,8,2,4,2,0,2,0,3
CA,15,H,M,3,G,A,S,1,9,9,1,2,7,7,0,0,0,1
other,39,H,F,3,E,B,T,2,3,9,3,9,2,2,0,2,1,3
NC,50,U,F,1,F,D,R,3,4,1,1,4,2,1,0,2,1,1
other,45,H,F,2,F,B,R,2,9,10,2,9,2,2,0,2,1,4
other,50,H,F,2,D,D,R,3,7,7,11,12,1,1,1,2,0,4
FL,17,H,M,3,E,B,S,2,9,1,2,10,6,5,1,3,0,4
TX,40,H,F,3,G,B,R,2,2,3,3,2,3,2,0,2,1,1
other,7,U,F,2,F,A,U,2,2,2,2,2,4,4,0,4,0,1
other,43,U,M,3,E,D,R,2,10,2,2,5,2,2,0,2,1,4
other,36,H,F,2,G,C,T,2,4,4,4,4,3,2,0,2,0,1
other,10,H,M,3,G,A,U,4,3,4,2,3,0,0,0,0,0,2
CA,3,H,F,3,G,A,U,1,2,5,6,2,8,8,0,2,0,4
MI,44,U,M,3,G,C,R,2,2,11,4,2,3,2,0,4,1,1
FL,10,H,F,3,F,A,U,4,9,12,12,9,3,3,0,3,0,1
other,27,H,F,3,D,B,C,2,11,12,2,10,3,3,0,2,1,4
MI,40,H,F,3,F,B,R,2,10,4,1,10,5,5,0,2,1,2
other,45,H,M,2,F,D,R,2,7,7,9,9,3,2,0,2,0,1
NC,31,H,M,3,G,B,C,3,5,1,1,1,6,6,0,4,0,1
other,30,U,F,3,F,B,C,3,12,10,12,11,2,2,0,2,1,1
CA,2,H,M,3,F,A,U,1,7,7,7,7,12,10,0,3,0,1
MI,44,H,M,2,E,C,R,2,5,3,5,5,4,2,1,2,0,1
other,51,U,M,3,F,D,R,3,1,6,1,1,2,1,0,2,1,2
other,16,H,F,3,F,B,S,2,10,10,10,10,5,4,1,3,1,1
FL,21,H,M,3,F,A,S,3,2,12,1,2,4,4,0,3,0,3
MO,13,H,M,3,F,A,S,1,3,3,3,3,5,5,1,3,1,1
other,44,U,M,2,F,B,R,2,1,11,11,1,3,2,0,3,0,1
FL,29,H,M,3,D,C,C,2,12,12,1,12,4,3,1,1,1,4
MI,40,H,F,3,F,A,R,2,2,2,2,2,7,6,0,5,1,1
other,40,H,M,3,F,C,R,2,7,3,3,9,6,7,1,2,0,4
WA,35,H,M,3,F,A,T,1,10,10,10,10,5,6,0,4,0,1
other,30,H,F,3,F,B,C,3,3,5,9,9,4,3,0,2,1,1
other,45,U,M,1,F,D,R,2,2,8,8,12,2,1,0,2,1,1
other,17,U,F,3,F,B,S,2,1,1,1,1,3,3,0,2,0,1
CA,1,H,F,3,D,A,U,1,5,5,8,9,12,11,1,4,0,3
other,36,H,M,3,F,D,T,2,11,4,11,10,2,2,0,1,1,3
CA,5,H,F,3,D,A,U,2,5,9,12,10,6,5,0,3,0,4
other,36,H,F,3,F,B,T,2,1,4,4,1,3,3,0,3,0,1
IN,37,H,F,3,F,D,T,2,11,12,7,1,3,2,0,2,0,2
CA,34,H,F,3,E,A,T,1,11,5,2,11,6,6,0,2,1,3
TX,44,U,M,3,E,C,R,2,10,2,3,10,2,2,0,3,1,4
WI,35,H,M,3,F,B,T,1,1,11,2,1,4,4,0,3,1,1
CA,20,H,F,2,F,A,S,2,10,12,12,10,6,7,0,2,0,1
CA,33,H,M,3,G,A,C,3,11,8,8,12,6,6,0,3,1,1
CA,20,H,F,1,F,B,S,2,1,8,12,1,4,4,2,2,0,3
IL,31,H,F,3,E,B,C,3,4,5,5,9,1,2,0,2,1,1
MO,21,H,M,1,F,B,S,3,3,7,2,1,4,3,0,2,1,3
FL,46,H,F,2,F,D,R,2,4,9,9,1,4,4,0,3,0,2
CA,24,H,M,3,F,A,C,1,2,6,2,6,10,10,0,4,0,2
TX,53,H,F,3,F,D,R,3,6,4,4,6,2,1,0,2,1,1
GA,8,H,M,3,G,A,U,3,1,11,11,1,4,4,0,2,0,1
CA,2,U,M,2,F,A,U,1,12,9,12,12,5,6,1,2,1,2
CA,31,H,F,3,G,C,C,3,10,2,11,10,3,3,0,2,0,1
CA,13,H,F,2,E,A,S,1,12,12,9,8,5,6,0,2,0,1
MO,36,H,F,3,E,D,T,2,3,3,6,3,2,2,0,2,0,1
other,44,U,F,1,G,C,R,2,5,5,8,5,2,1,1,2,1,4
WA,12,U,F,3,G,C,S,1,5,12,12,9,5,5,0,2,1,1
other,36,H,M,3,F,D,T,2,2,10,1,12,2,2,0,2,0,2
MI,40,H,M,3,F,A,T,2,1,10,7,1,3,4,0,4,0,1
other,17,H,M,3,E,B,S,2,3,2,3,1,4,5,0,2,1,3
other,43,H,M,3,G,D,R,2,12,12,12,1,1,0,1,1,1,1
other,35,U,F,2,F,C,T,1,1,8,3,10,11,8,0,4,1,3
WA,20,H,M,3,E,A,S,2,1,12,12,10,4,4,0,3,1,1
other,40,H,F,3,F,D,R,2,1,4,9,12,2,1,0,2,0,1
CA,8,H,M,2,F,A,U,3,1,8,12,9,6,6,0,2,1,1
TX,21,H,M,3,F,B,S,3,1,4,4,1,3,3,0,2,0,1
GA,32,H,F,3,D,A,C,3,10,5,3,10,3,2,0,2,0,4
NC,17,H,M,3,F,B,S,2,1,2,2,1,4,4,0,2,1,1
GA,43,H,F,3,F,C,R,2,6,10,4,10,3,3,0,2,1,1
IN,39,H,F,2,G,C,T,2,3,1,1,9,3,2,0,2,1,3
NC,30,H,F,3,F,B,C,3,10,10,10,10,2,2,0,2,0,1
CA,27,H,other,3,E,A,C,2,11,2,4,11,5,5,0,2,0,1
WA,28,H,M,3,F,C,C,2,7,2,2,10,4,4,0,2,1,1
MI,20,U,M,3,E,A,S,2,12,12,12,3,5,6,0,4,1,3
FL,12,H,M,3,G,A,S,1,1,1,1,1,5,5,1,4,0,1
CA,11,H,F,3,G,A,S,1,3,12,12,3,9,9,1,2,1,1
CA,11,U,M,1,G,A,S,1,10,12,12,10,7,7,0,3,0,1
other,24,H,M,2,E,B,C,1,6,2,2,6,6,6,0,2,0,3
MO,43,U,M,2,F,D,R,2,5,1,1,2,2,1,0,2,1,1
other,49,H,M,3,D,C,R,2,12,9,3,3,2,2,0,2,0,4
IN,51,U,F,2,E,C,R,3,1,2,2,6,2,1,0,2,0,3
TX,36,H,F,3,F,D,T,2,2,12,12,2,2,2,0,2,1,1
other,45,H,M,3,F,D,R,2,12,9,12,9,2,1,0,2,1,1
IL,18,H,M,3,F,A,S,2,10,12,12,10,7,5,0,4,1,1
TX,18,H,F,3,E,B,S,2,2,4,5,12,5,5,0,3,1,1
CA,24,U,M,2,F,C,C,1,2,1,9,2,6,7,0,2,1,1
FL,20,H,M,3,G,A,S,2,3,11,1,10,5,5,0,3,0,2
FL,18,H,F,3,E,B,S,2,10,2,2,10,4,4,0,2,0,3
IL,16,H,F,3,G,A,S,2,5,12,12,9,10,9,0,3,0,1
GA,17,H,M,3,G,A,S,2,9,11,8,9,5,5,0,3,1,1
MI,36,U,F,3,F,A,T,2,1,12,2,1,3,3,1,3,1,1
MI,31,U,F,1,G,C,C,3,11,12,12,11,3,3,0,3,1,1
CA,17,H,F,3,E,A,S,2,10,9,12,1,6,6,0,3,0,3
other,45,H,F,3,F,D,R,2,10,12,11,10,2,2,0,2,0,1
CA,20,H,M,2,E,A,S,2,12,5,12,9,5,5,0,3,0,4
other,51,H,F,2,D,C,R,3,2,2,8,4,2,1,0,2,0,4
IL,40,H,F,3,D,D,T,2,11,7,1,1,2,2,1,2,1,4
CA,46,H,F,3,E,C,R,2,6,6,1,3,4,4,0,2,1,3
WA,2,H,M,2,G,A,U,1,9,2,2,9,6,6,0,2,0,1
other,14,H,M,3,G,B,S,1,8,12,8,1,9,8,0,4,1,1
FL,15,H,F,3,F,A,S,1,10,11,3,10,4,4,2,2,0,4
IL,44,U,F,1,E,C,R,2,3,2,3,2,3,1,0,3,1,2
other,39,H,M,3,F,C,T,2,10,1,1,10,4,3,0,3,1,1
TX,32,H,F,3,F,B,C,3,11,10,10,12,3,2,0,2,1,1
other,35,H,F,3,F,D,T,1,8,1,1,8,2,2,0,3,1,2
IL,13,H,M,3,F,A,S,1,1,1,1,1,7,7,1,3,1,1
CA,7,H,M,2,F,B,U,2,11,12,12,11,4,4,0,2,0,1
NC,28,U,M,3,F,D,C,2,6,4,4,9,4,2,0,2,1,1
other,51,H,M,3,F,D,R,3,6,4,10,3,2,1,0,2,0,1
other,41,H,F,3,F,D,T,3,12,2,11,12,2,2,0,2,0,1
other,46,H,F,2,F,B,R,2,11,5,5,11,3,2,0,2,0,1
MO,20,H,M,3,F,B,S,2,11,2,2,10,4,4,0,2,1,1
CA,11,H,F,3,E,A,S,1,11,10,11,10,7,7,0,3,0,3
IL,13,H,M,2,E,A,S,1,11,12,2,11,6,6,2,3,0,3
other,31,H,F,3,F,B,C,3,1,1,1,1,3,3,0,2,1,1
MO,27,H,M,3,D,A,C,2,10,10,3,10,4,4,0,2,1,4
other,40,H,M,3,G,D,R,2,6,3,3,4,3,3,0,2,0,2
other,36,U,F,1,E,D,T,2,12,10,11,8,3,3,0,2,1,2
other,40,H,F,3,F,B,T,2,9,12,12,9,2,2,0,2,1,2
other,27,H,M,3,F,B,C,2,8,4,9,11,4,4,0,3,0,2
WA,44,H,F,3,G,C,R,2,12,4,12,11,3,2,0,1,1,3
TX,20,H,M,3,E,A,S,2,7,1,3,7,3,2,0,3,1,3
IL,2,H,M,3,F,A,U,1,10,4,4,10,4,4,0,3,1,1
CA,1,U,other,1,E,A,U,1,2,9,12,2,8,8,0,4,1,2
MO,5,H,F,3,F,A,U,2,2,2,2,2,4,4,3,3,0,1
FL,20,H,M,3,E,B,S,2,12,3,3,1,5,5,0,2,1,3
other,48,H,F,3,E,D,R,2,8,6,4,1,2,2,0,2,1,1
GA,40,H,M,3,G,A,R,2,9,12,12,9,7,5,0,3,1,1
other,46,U,M,1,E,D,R,2,9,2,11,9,2,2,0,1,1,2
other,40,U,F,3,F,B,T,2,2,2,2,2,3,3,0,2,1,1
CA,19,H,F,3,F,A,S,2,3,5,5,9,5,5,1,2,0,1
WA,18,H,M,3,G,B,S,2,1,11,11,1,6,5,0,2,0,1
other,42,H,F,3,F,D,R,1,11,2,2,9,4,4,0,2,0,2
other,49,H,F,3,E,C,R,2,5,12,12,9,2,1,0,2,0,3
other,31,H,F,3,E,B,C,3,3,12,3,4,0,0,0,0,0,1
FL,25,H,F,2,F,B,C,2,7,12,12,4,3,3,0,2,1,1
WA,45,H,M,3,E,D,R,2,6,4,12,1,2,2,0,1,1,1
other,8,H,M,3,E,A,U,3,12,12,12,10,4,4,0,2,1,2
other,24,H,F,3,E,B,C,1,3,3,12,12,9,8,0,3,1,1
other,51,H,M,3,F,D,R,3,2,9,12,1,2,1,0,2,0,2
IL,14,H,F,3,F,A,S,1,10,10,10,10,8,5,0,4,0,1
FL,39,H,M,2,F,B,T,2,7,8,8,1,6,5,0,2,1,2
other,49,H,M,3,E,C,R,2,3,2,1,11,3,2,0,2,0,2
CA,13,H,M,3,F,A,S,1,12,3,3,1,11,9,0,2,0,1
other,21,H,F,3,F,B,S,3,3,7,7,3,3,3,0,1,1,1
IL,21,H,F,3,E,B,S,3,5,11,11,1,3,3,0,2,0,3
GA,51,U,F,3,E,B,R,3,3,12,5,12,2,2,0,2,1,3
MO,53,U,F,1,G,D,R,3,1,1,1,1,2,1,0,1,1,2
FL,31,H,M,3,F,A,C,3,5,4,4,1,4,3,0,0,0,1
MO,21,U,M,2,E,B,S,3,3,3,1,1,2,2,0,2,0,4
CA,5,H,F,3,F,A,U,2,6,1,6,1,8,7,0,2,1,1
FL,2,H,F,3,E,A,U,1,5,11,9,2,4,4,0,2,0,4
other,35,U,F,2,E,C,T,1,1,3,3,3,2,1,0,2,1,1
IL,18,H,F,3,F,A,S,2,5,6,3,3,5,4,0,3,0,1
IL,40,H,M,3,G,B,T,2,11,5,1,5,3,2,1,3,1,4
CA,3,H,M,3,E,A,U,1,11,3,1,10,6,6,1,2,0,2
IL,15,H,M,1,F,A,S,1,2,11,2,6,6,6,0,0,1,4
MO,40,H,M,3,E,A,T,2,1,1,6,8,5,5,0,4,0,1
CA,13,U,F,2,F,A,S,1,10,12,2,10,6,7,0,3,0,3
other,27,U,F,3,F,C,C,2,1,10,1,10,3,3,0,3,1,2
CA,14,U,F,2,F,A,S,1,3,6,6,9,9,9,0,3,0,1
other,46,H,F,3,F,A,R,2,10,4,4,10,5,4,2,2,1,1
other,43,H,F,3,G,D,R,2,4,12,12,12,2,1,0,2,0,2
IL,35,H,M,3,F,A,T,1,11,11,11,11,3,3,0,3,1,1
other,45,U,M,2,F,D,R,2,5,3,3,12,1,1,0,2,0,3
WA,16,H,M,1,D,A,S,2,5,10,2,10,4,4,0,2,0,3
other,51,H,F,3,E,C,R,3,9,12,12,10,2,2,0,1,0,2
CA,15,H,F,1,E,B,S,1,9,2,3,9,5,5,0,3,0,1
other,45,H,M,2,F,A,R,2,9,9,9,9,4,3,0,3,0,1
WA,35,H,M,3,F,C,T,1,4,2,2,1,6,5,0,2,0,1
other,53,U,F,2,F,D,R,3,12,9,8,1,2,2,0,2,1,2
IN,11,H,F,3,G,B,S,1,3,9,9,3,4,4,1,2,1,1
CA,11,H,F,2,F,A,S,1,9,10,11,9,9,9,0,4,0,2
NC,49,U,F,3,F,B,R,2,3,9,12,3,2,1,0,1,1,2
other,35,H,F,3,F,B,T,1,10,11,12,10,4,5,0,0,1,2
MI,11,H,F,2,F,B,S,1,3,10,10,3,5,6,0,4,0,2
FL,13,U,F,3,F,B,S,1,12,5,6,12,8,8,1,4,1,2
other,29,U,F,3,E,A,C,2,12,9,9,12,5,4,1,2,1,2
FL,46,U,M,2,E,C,R,2,2,7,11,2,3,2,1,2,0,4
other,51,U,M,3,E,C,R,3,3,9,3,9,2,1,0,2,1,3
IL,17,H,M,3,F,A,S,2,9,2,2,9,5,5,0,3,1,2
MO,36,U,F,3,D,D,T,2,11,2,10,5,2,2,0,2,1,3
other,44,H,M,3,E,B,R,2,1,1,1,1,4,2,0,2,0,3
IL,24,H,M,2,F,C,C,1,10,1,1,10,4,4,0,3,1,1
other,13,H,M,3,F,B,S,1,11,4,9,11,9,8,0,2,0,2
FL,26,H,M,3,G,B,C,2,12,1,1,12,5,5,0,2,0,1
other,42,H,F,3,F,D,R,1,2,12,12,2,4,3,0,2,1,2
CA,20,H,M,3,E,A,S,2,3,3,3,12,7,7,0,2,1,4
other,36,U,other,1,E,D,T,2,4,4,1,3,3,2,0,2,1,3
FL,9,H,F,2,E,A,U,3,4,5,5,3,0,0,0,0,1,1
other,40,U,F,1,D,B,T,2,11,10,12,7,3,2,0,4,1,4
MO,30,H,F,3,F,B,C,3,1,11,11,1,1,2,0,2,0,1
other,17,H,F,2,E,B,S,2,8,4,12,12,4,4,0,2,1,1
other,25,H,M,3,E,C,C,2,9,4,6,11,4,4,0,2,0,2
GA,16,H,M,3,G,A,S,2,1,1,1,1,5,5,0,2,1,1
other,24,H,M,3,F,C,C,1,12,5,8,12,4,4,0,3,1,3
CA,27,H,M,3,F,B,C,2,11,11,11,11,8,6,0,2,0,1
WA,15,H,M,3,E,A,S,1,9,10,3,9,8,8,1,2,1,3
GA,43,U,F,2,F,D,R,2,9,7,7,9,2,1,0,2,0,1
WA,28,U,M,2,F,C,C,2,9,4,6,9,4,4,0,2,0,2
IN,27,H,M,3,G,C,C,2,8,3,3,1,4,3,0,2,1,1
CA,21,H,M,3,F,B,S,3,1,1,1,1,5,5,0,2,1,1
other,39,H,M,3,E,B,T,2,3,10,2,3,3,3,0,2,1,3
FL,23,H,F,3,G,A,C,1,9,1,1,9,5,5,2,5,0,2
other,12,H,F,2,F,A,S,1,10,12,12,10,5,4,0,3,1,1
CA,6,H,F,3,F,A,U,2,12,12,6,5,7,7,1,2,0,1
CA,20,H,F,3,F,A,S,2,9,12,12,9,6,6,0,2,1,1
CA,10,H,M,2,F,A,U,4,9,4,4,9,5,5,0,2,0,1
MO,48,H,M,2,G,D,R,2,1,12,1,12,2,2,0,2,0,2
other,39,U,M,1,F,B,T,2,3,2,4,2,3,2,0,2,1,1
other,52,H,F,3,G,D,R,3,5,2,5,10,2,1,0,2,1,1
TX,40,H,F,2,F,C,R,2,3,9,3,9,3,2,0,2,0,3
CA,7,U,F,2,F,A,U,2,2,4,4,2,6,5,0,2,0,1
NC,25,H,M,3,G,B,C,2,2,2,2,2,3,3,0,2,1,1
other,41,U,M,3,G,C,T,3,1,9,9,1,2,2,0,2,1,1
FL,9,H,F,3,G,A,U,3,12,12,12,12,4,4,0,2,1,1
CA,14,H,F,1,G,B,S,1,11,7,7,9,10,8,0,3,0,2
other,11,H,M,3,G,B,S,1,10,3,3,10,11,8,0,4,1,3
FL,29,H,M,3,F,B,C,2,1,10,10,1,3,3,0,1,0,1
CA,9,H,M,3,F,A,U,3,10,4,10,3,6,5,0,2,1,1
TX,24,H,M,3,G,A,C,1,9,3,12,2,4,4,0,4,1,2
GA,43,H,F,3,F,D,R,2,2,10,1,2,2,2,0,2,0,4
TX,12,H,F,3,E,B,S,1,10,12,12,10,5,4,0,3,1,1
IN,49,H,M,3,F,D,R,2,5,6,2,1,2,2,0,3,0,2
WA,46,H,F,3,D,D,R,2,12,9,12,2,2,2,0,2,1,4
CA,2,H,M,1,D,A,U,1,11,10,2,2,12,10,1,3,1,3
other,39,H,F,3,G,B,T,2,2,2,2,2,2,2,0,2,1,1
CA,2,H,F,3,F,A,U,1,3,12,1,9,9,9,0,2,1,4
MI,40,H,F,3,G,B,T,2,12,12,12,10,5,5,0,3,1,1
CA,5,H,F,3,F,A,U,2,4,2,2,3,6,6,0,3,0,2
FL,20,H,F,3,G,A,S,2,7,1,5,8,5,5,1,2,0,1
other,51,H,M,2,F,D,R,3,5,3,3,11,1,0,0,2,0,2
CA,3,H,M,3,F,A,U,1,4,12,12,4,6,7,0,3,0,1
CA,1,H,M,3,F,A,U,1,11,5,5,9,8,8,0,2,0,1
IL,8,H,F,2,G,A,U,3,10,8,10,8,4,4,0,2,0,1
other,25,H,F,1,F,C,C,2,4,10,10,1,3,3,0,2,1,1
CA,15,H,F,3,G,A,S,1,4,12,12,2,6,6,0,4,0,4
WA,40,H,F,2,G,B,T,2,2,4,11,2,5,4,0,3,0,2
other,24,U,M,1,F,B,C,1,11,12,12,11,3,2,0,2,1,2
CA,31,H,F,3,F,A,C,3,4,7,7,4,4,4,0,2,0,1
other,45,H,M,3,F,D,R,2,4,4,4,8,2,1,0,2,0,1
NC,46,H,M,2,D,B,R,2,12,2,12,1,3,3,0,3,0,4
TX,16,H,M,2,G,A,S,2,11,6,6,11,3,3,0,2,1,1
WA,24,H,F,3,F,A,C,1,1,1,1,1,4,5,0,3,1,1
MI,36,U,M,2,E,D,T,2,10,12,10,4,4,3,1,2,0,2
TX,38,H,F,2,D,A,T,2,6,10,10,11,5,6,0,3,1,4
WI,5,H,F,3,D,B,U,2,10,12,2,3,4,4,0,3,1,3
TX,30,H,other,2,E,B,C,3,7,5,3,11,3,3,1,2,0,2
other,41,H,M,3,E,C,T,3,3,1,3,1,2,2,1,2,1,3
CA,10,H,F,3,E,A,U,4,10,1,1,10,4,4,0,3,0,3
CA,24,H,F,2,F,C,C,1,9,2,2,9,4,3,0,2,0,2
other,32,H,F,3,G,B,C,3,10,8,12,10,3,3,0,2,0,2
TX,10,U,M,1,G,A,U,4,6,9,9,6,0,0,0,0,1,2
other,50,U,F,2,G,D,R,3,1,9,1,1,1,1,0,2,0,4
IN,49,H,M,3,E,B,R,2,3,12,11,10,2,2,0,2,1,1
MI,13,H,F,3,E,A,S,1,11,2,2,2,6,5,1,4,0,2
NC,27,H,F,3,E,C,C,2,3,2,3,2,2,2,0,2,1,3
TX,10,U,F,1,E,B,U,4,12,11,3,6,3,3,0,2,0,3
WI,35,U,F,1,E,B,T,1,11,4,12,2,5,2,0,3,1,3
FL,40,H,M,3,G,C,R,2,11,10,10,11,3,2,0,2,1,1
CA,40,U,F,2,F,A,R,2,10,11,9,10,4,4,0,2,0,1
WA,18,U,M,3,F,B,S,2,4,10,6,10,5,4,0,2,1,2
FL,25,H,M,3,E,B,C,2,12,10,12,10,4,4,0,2,0,3
CA,2,H,F,3,E,A,U,1,5,11,12,3,11,8,0,3,0,3
WA,40,H,F,2,F,A,T,2,10,10,12,10,4,4,0,2,0,3
NC,43,H,F,3,D,C,R,2,7,12,3,9,2,2,0,2,1,4
WI,31,H,F,3,F,C,C,3,6,8,11,8,4,4,0,3,0,1
WI,21,H,F,3,F,B,S,3,2,12,12,2,3,3,0,3,1,1
WA,18,U,M,1,F,B,S,2,1,6,9,11,5,4,0,3,1,1
FL,18,H,M,2,F,B,S,2,2,2,2,2,4,4,0,2,0,1
WA,44,H,M,3,F,B,R,2,12,12,12,12,4,2,0,2,0,1
FL,27,U,F,1,F,B,C,2,10,5,3,10,4,4,0,2,1,4
CA,7,H,other,2,G,A,U,2,10,12,12,10,6,6,0,1,0,3
other,40,H,F,2,F,C,R,2,10,10,10,10,4,3,0,2,0,1
WA,38,U,F,2,F,D,T,2,7,4,12,9,2,2,0,2,1,1
other,16,H,M,3,E,B,S,2,12,6,2,12,3,3,0,3,1,2
CA,40,H,M,3,G,C,T,2,10,2,2,10,6,5,0,2,1,1
IL,30,U,M,1,F,A,C,3,4,11,11,4,3,3,0,2,1,1
MO,16,U,F,2,F,B,S,2,10,6,6,4,4,3,0,2,0,1
other,29,H,M,3,E,B,C,2,12,12,12,11,6,4,0,2,0,2
other,15,H,M,3,F,D,S,1,1,6,6,1,2,2,0,2,1,1
CA,5,H,M,3,G,A,U,2,5,11,5,5,6,6,0,2,1,1
CA,33,H,F,2,E,B,C,3,1,1,1,2,3,3,0,1,0,4
other,51,H,M,3,F,C,R,3,9,11,11,9,2,1,0,2,0,1
MO,51,H,M,3,F,D,R,3,11,11,11,11,2,1,0,2,0,1
CA,19,H,M,3,G,A,S,2,2,1,1,2,5,5,0,2,0,1
TX,30,U,F,2,F,A,C,3,10,4,4,9,3,2,0,3,0,1
WA,46,U,M,3,F,D,R,2,4,12,12,4,3,2,0,2,1,1
GA,49,H,F,3,F,D,R,2,12,3,12,3,3,2,0,2,1,2
NC,47,U,F,3,F,C,R,2,3,11,3,11,2,1,0,2,0,3
CA,38,H,F,1,G,B,T,2,1,1,1,1,4,4,0,2,0,1
TX,24,H,M,3,G,A,C,1,3,1,3,6,11,9,0,3,1,3
other,45,H,F,2,F,D,R,2,5,1,1,11,2,1,0,2,1,1
MO,53,H,F,3,G,D,R,3,3,12,12,10,2,2,0,1,1,1
other,46,H,F,2,F,D,R,2,6,11,2,1,3,1,3,4,0,3
NC,44,H,F,3,D,B,R,2,10,5,9,10,3,2,0,4,1,3
NC,32,U,F,2,F,C,C,3,12,11,6,11,2,2,0,2,0,1
FL,23,H,M,3,F,B,C,1,1,11,11,1,5,6,0,2,0,2
other,11,H,F,3,F,B,S,1,12,8,12,8,4,4,0,3,0,1
other,28,H,M,3,E,A,C,2,11,10,1,1,5,5,1,2,1,3
other,40,U,M,3,E,B,R,2,7,1,9,11,3,2,0,3,0,2
IL,12,H,F,3,G,A,S,1,10,12,8,10,8,8,0,3,1,1
other,30,H,F,3,F,C,C,3,2,11,2,10,4,3,0,4,1,1
IL,25,U,F,2,E,A,C,2,11,12,10,2,4,4,0,2,0,1
CA,12,H,F,3,F,A,S,1,2,2,2,1,9,9,1,2,0,2
FL,27,H,F,3,D,B,C,2,10,12,12,1,4,3,0,1,1,4
GA,24,H,M,2,G,A,C,1,11,2,1,2,8,8,0,2,0,2
other,40,H,F,2,E,B,R,2,9,1,12,9,2,1,0,3,1,3
CA,41,H,M,3,F,A,T,3,2,2,2,2,3,3,0,2,1,1
IL,45,H,M,3,F,D,R,2,2,4,11,2,2,1,0,2,1,2
other,23,U,M,3,F,B,C,1,1,4,4,1,4,6,0,3,1,1
WA,35,U,F,3,F,C,T,1,8,1,1,1,6,6,0,3,1,1
MI,16,H,F,2,G,A,S,2,10,2,12,10,5,5,0,3,0,1
FL,43,H,F,2,G,D,R,2,1,1,1,1,2,2,0,3,0,1
FL,8,H,F,3,E,A,U,3,12,10,11,9,5,5,0,2,0,3
other,36,H,M,3,F,D,T,2,11,1,1,11,4,3,0,2,1,1
CA,13,H,F,1,F,A,S,1,2,3,3,2,11,9,0,2,1,2
IL,44,U,M,3,E,D,R,2,11,12,3,11,3,1,0,2,1,1
TX,14,H,F,3,G,A,S,1,10,4,4,8,12,11,0,0,1,1
other,51,U,M,3,F,C,R,3,2,12,2,9,2,1,0,3,1,1
other,36,H,F,2,F,B,T,2,6,6,6,6,2,2,0,2,0,1
other,45,H,M,3,G,D,R,2,11,12,12,1,2,2,0,2,0,1
other,36,H,F,3,E,C,T,2,10,11,12,10,2,2,0,2,1,3
MI,35,H,M,3,F,A,T,1,7,5,3,2,6,5,1,3,0,4
